latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
25.38737,68.58424,334.87,0.38,0.36,2026-09-25,843,N,VIIRS,l,2.0NRT,309.41,3.55,D
25.44307,68.81224,342.55,0.38,0.36,2026-09-25,843,N,VIIRS,n,2.0NRT,309.66,2.2,D
25.89901,69.13904,343.38,0.38,0.36,2026-09-25,845,N,VIIRS,n,2.0NRT,310.56,2.91,D
26.09311,68.87909,341.79,0.38,0.36,2026-09-25,845,N,VIIRS,n,2.0NRT,312.97,3.95,D
27.63685,68.38641,340.24,0.38,0.36,2026-09-25,845,N,VIIRS,l,2.0NRT,314.95,10.91,D
27.64015,68.38577,336.47,0.38,0.36,2026-09-25,845,N,VIIRS,l,2.0NRT,309.75,10.91,D
27.95575,68.99874,349.28,0.39,0.36,2026-09-25,845,N,VIIRS,n,2.0NRT,315.4,9.61,D
27.95642,68.93423,335.96,0.39,0.36,2026-09-25,845,N,VIIRS,l,2.0NRT,309.31,3.78,D
27.95907,68.99812,342.66,0.39,0.36,2026-09-25,845,N,VIIRS,n,2.0NRT,312.33,4.17,D
27.95973,68.9336,344.85,0.39,0.36,2026-09-25,845,N,VIIRS,n,2.0NRT,311.27,3.78,D
28.05119,69.37002,339.43,0.39,0.36,2026-09-25,845,N,VIIRS,n,2.0NRT,310.78,5.26,D
28.70542,68.19757,348.9,0.38,0.36,2026-09-25,845,N,VIIRS,n,2.0NRT,316.91,6.57,D
28.70812,68.19302,348.69,0.38,0.36,2026-09-25,845,N,VIIRS,n,2.0NRT,315.23,6.57,D
28.70872,68.19693,349.26,0.38,0.36,2026-09-25,845,N,VIIRS,n,2.0NRT,315.09,6.57,D
29.29394,70.85114,334.52,0.44,0.38,2026-09-25,845,N,VIIRS,l,2.0NRT,306.36,2.33,D
30.03165,70.04826,330.88,0.42,0.37,2026-09-25,845,N,VIIRS,l,2.0NRT,302.31,1.86,D
30.48063,73.84875,332.95,0.42,0.45,2026-09-25,845,N,VIIRS,n,2.0NRT,298.25,3.2,D
30.59908,73.84174,330.57,0.42,0.45,2026-09-25,845,N,VIIRS,n,2.0NRT,297.36,3.7,D
30.90686,74.29704,334.8,0.45,0.47,2026-09-25,845,N,VIIRS,n,2.0NRT,297.76,6.34,D
30.98903,74.22572,353.75,0.44,0.46,2026-09-25,845,N,VIIRS,n,2.0NRT,298.5,8.88,D
30.99237,74.21578,338.98,0.44,0.46,2026-09-25,845,N,VIIRS,n,2.0NRT,298.16,7.53,D
30.99333,74.22515,356.64,0.44,0.46,2026-09-25,845,N,VIIRS,n,2.0NRT,298.57,18.51,D
31.02277,74.15141,340.22,0.44,0.46,2026-09-25,845,N,VIIRS,n,2.0NRT,297.36,5.3,D
31.02512,74.15469,341.16,0.44,0.46,2026-09-25,845,N,VIIRS,n,2.0NRT,297.96,4.73,D
31.54101,74.60007,340.38,0.47,0.48,2026-09-25,845,N,VIIRS,n,2.0NRT,295.34,4.18,D
31.83136,74.74836,331.93,0.49,0.48,2026-09-25,845,N,VIIRS,n,2.0NRT,299,2.36,D
31.83345,74.7467,330.63,0.49,0.48,2026-09-25,845,N,VIIRS,n,2.0NRT,298.5,2.6,D
31.87156,73.98345,343.13,0.44,0.46,2026-09-25,845,N,VIIRS,n,2.0NRT,297.44,7.15,D
